Case Number,Type,Status,Project Name,Issued Date,Applied Date,Expiration Date,Finalized Date,Module Name,Address,Main Parcel,Description
"B70316990100","Building Commercial - Tenant Fit-Up","Cancelled","","12/19/2017","05/04/2017","","","Permit","42948 FADELEY LN STERLING VA 20166","162392026000","TENANT FIT UP/PHASE 1 IN DATA CENTER"
"B70343430100","Building Commercial - Tenant Fit-Up","Finaled","","06/20/2017","06/13/2017","","07/11/2017","Permit","43940 DIGITAL LOUDOUN PLZ ASHBURN VA 20147","089291706000","TENANT FIT UP / DATA CENTER"
"B70385100100","Building Commercial - New Construction","Finaled","","12/08/2017","08/07/2017","","04/05/2019","Permit","25316 PREDICTION LN CHANTILLY VA 20152","097354183000","DATA CENTER /CORE & SHELL"
"B70397670100","Building Commercial - Tenant Fit-Up","Finaled","","09/15/2017","08/29/2017","","01/23/2018","Permit","21741 RED RUM DR Unit: 110 ASHBURN VA 20147","088392214000","TENANT FIT UP"
"B70429780100","Building Commercial - Tenant Fit-Up","Finaled","","11/02/2017","10/19/2017","","05/31/2018","Permit","21741 RED RUM DR Unit: 140 ASHBURN VA 20147","088392214000","TENANT FIT UP"
"B80073235800","Building Commercial - Alteration","Finaled","","11/01/2000","10/26/2000","","08/27/2001","Permit","22001 LOUDOUN COUNTY PKWY Unit: 125 ASHBURN VA 20147","061253412000","BUILDING/D-1/DATA CENTER C"
"B80073235900","Building Commercial - Alteration","Finaled","","11/01/2000","10/26/2000","","08/27/2001","Permit","22001 LOUDOUN COUNTY PKWY Unit: 125 ASHBURN VA 20147","061253412000","BUILDING/D-1/DATA CENTER D"
"B80217700100","Building Commercial - Tenant Fit-Up","Finaled","","01/19/2018","01/03/2018","","09/20/2018","Permit","21744 SIR TIMOTHY DR ASHBURN VA 20147","061268762000","DATA CENTER FIT UP"
"B80220930100","Building Commercial - New Construction","Finaled","","03/29/2018","01/09/2018","","07/09/2019","Permit","24178 UPPER WOODSIDE LN STERLING VA 20166","162392026000","DATA CENTER"
"B80221460100","Building Commercial - New Construction","Finaled","","01/11/2018","01/10/2018","","08/30/2018","Permit","20945 LOUDOUN COUNTY PKWY ASHBURN VA 20147","059309091000","DATA CENTER"
"B80223390100","Building Commercial - New Construction","Finaled","","02/07/2018","01/12/2018","","08/30/2018","Permit","20935 LOUDOUN COUNTY PKWY ASHBURN VA 20147","041352218000","DATA CENTER"
"B80233960100","Building Commercial - Tenant Fit-Up","Cancelled","","02/09/2018","01/31/2018","","","Permit","22080 PACIFIC BLVD STERLING VA 20166","044261032000","EXISTING TENANT ALTERATION"
"B80235230100","Building Commercial - Addition","Finaled","","03/19/2018","02/02/2018","","11/26/2018","Permit","44274 ROUND TABLE PLZ ASHBURN VA 20147","062462761000","ADDITION"
"B80240720100","Building Commercial - Tenant Fit-Up","Finaled","ARCOLA CENTER PROJECT","03/26/2018","02/09/2018","","08/26/2019","Permit","24400 HOWLING ROOSTER LN STERLING VA 20166","162176713000","DATA CENTER W/FULL FIT UP"
"B80245800100","Building Commercial - New Construction","Finaled","","05/07/2018","02/16/2018","","08/08/2019","Permit","21745 RED RUM DR Unit: 110 ASHBURN VA 20147","088392214000","DATA CENTER"
"B80258290100","Building Commercial - New Construction","Finaled","","03/29/2018","03/08/2018","","11/30/2018","Permit","44372 ROUND TABLE PLZ ASHBURN VA 20147","062462761000","DATA CENTER"
"B80268620100","Building Commercial - New Construction","Finaled","","05/03/2018","03/22/2018","","12/12/2019","Permit","21955 LOUDOUN COUNTY PKWY ASHBURN VA 20147","061177666001","NEW DATA CENTER"
"B80270360100","Building Commercial - New Construction","Finaled","","05/23/2018","03/26/2018","","02/28/2019","Permit","45200 VANTAGE DATA PLZ STERLING VA 20166","044288975001","DATA CENTER"
"B80278450100","Building Commercial - New Construction","Finaled","","05/08/2018","04/05/2018","","03/06/2019","Permit","22262 CLOUD PLZ STERLING VA 20166","044282013000","DATA CENTER"
"B80280910100","Building Commercial - New Construction","Finaled","KINCORA PROJECT","04/27/2018","04/10/2018","","02/21/2019","Permit","21350 PACIFIC BLVD STERLING VA 20166","042394385001","DATA CENTER CORE & SHELL"
"B80293260100","Building Commercial - New Construction","Finaled","","11/05/2018","04/27/2018","","10/12/2022","Permit","42310 THUNDERBALL DR LEESBURG VA 20175","194102562000","NEW DATA CENTER"
"B80293260200","Building Commercial - Addition","Finaled","","04/11/2019","03/04/2019","","10/11/2022","Permit","42310 THUNDERBALL DR LEESBURG VA 20175","194102562000","ADDITION TO DATA CENTER"
"B80293260400","Building Commercial - Addition","Finaled","","03/16/2021","02/24/2021","","10/12/2022","Permit","42310 THUNDERBALL DR LEESBURG VA 20175","194102562000","ADDITION"
"B80293260500","Building Commercial - Alteration","Finaled","","03/16/2021","02/24/2021","","10/11/2022","Permit","42310 THUNDERBALL DR LEESBURG VA 20175","194102562000","ALTERATION"
"B80296900100","Building Commercial - New Construction","Finaled","","06/15/2018","05/02/2018","","05/02/2019","Permit","45771 MARIES RD STERLING VA 20166","030382006000","SHELL BUILDING / WARM LIT"
"B80325700100","Building Commercial - Miscellaneous Structure","Finaled","","06/19/2018","06/13/2018","","02/24/2020","Permit","42311 THUNDERBALL DR LEESBURG VA 20175","194102562000","RETAINING WALL"
"B80328620100","Building Commercial - Miscellaneous Structure","Issued","","06/29/2018","06/18/2018","","","Permit","22271 BRODERICK DR STERLING VA 20166","044152877000","FREESTANDING SIGN"
"B80332600100","Building Commercial - Tenant Fit-Up","Finaled","","07/11/2018","06/23/2018","","11/30/2018","Permit","44372 ROUND TABLE PLZ ASHBURN VA 20147","062462761000","TENANT FIT UP"
"B80333910100","Building Commercial - New Construction","Finaled","","07/20/2018","06/26/2018","","09/25/2019","Permit","20491 GOOSE LANDING LN LEESBURG VA 20175","194498227000","DATA CENTER"
"B80353670100","Building Commercial - New Construction","Finaled","","09/21/2018","07/24/2018","","09/05/2019","Permit","44760 GIGABIT PLZ ASHBURN VA 20147","088407447000","DATA CENTER CORE/SHELL/FIT-UP"
"B80357860100","Building Commercial - Tenant Fit-Up","Finaled","","08/07/2018","07/31/2018","","08/24/2018","Permit","44245 GIGABIT PLZ ASHBURN VA 20147","088407447000","TENANT FIT UP"
"B80380440100","Building Commercial - Alteration","Finaled","","10/03/2018","09/07/2018","","04/18/2019","Permit","45905 MARIES RD STERLING VA 20166","030296913000","CHANGE USE TO DATA CENTER"
"B80381160100","Building Commercial - New Construction","Finaled","","11/05/2018","09/09/2018","","06/10/2020","Permit","44780 PERFORMANCE CIR ASHBURN VA 20147","060209652000","NEW DATA CENTER"
"B80399590100","Building Commercial - New Construction","Finaled","","11/30/2018","10/10/2018","","11/05/2019","Permit","21890 UUNET DR ASHBURN VA 20147","061355894000","NEW DATA CENTER"
"B80400830100","Building Commercial - Tenant Fit-Up","Expired","","","10/11/2018","","","Permit","22080 PACIFIC BLVD STERLING VA 20166","044261032000","EXISTING TENANT ALTERATIONS"
"B80405170100","Building Commercial - Tenant Fit-Up","Finaled","","12/05/2018","10/17/2018","","11/13/2019","Permit","45200 VANTAGE DATA PLZ STERLING VA 20166","044288975001","TENANT FIT UP"
"B80432150100","Building Commercial - New Construction","Finaled","","01/09/2019","11/29/2018","","03/20/2020","Permit","44621 WAXPOOL RD ASHBURN VA 20147","061275931000","NEW DATA CENTER"
"B90088420100","Building Commercial - Tenant Fit-Up","Finaled","","03/06/2009","02/24/2009","","06/19/2009","Permit","ASHBURN VA 20147","088381788000","TENANT FIT UP"
"B90186890100","Building Commercial - Alteration","Finaled","","01/09/2019","01/02/2019","","02/04/2019","Permit","44664 GUILFORD DR Unit: # 141 ASHBURN VA 20147","060298548000","PLUMBING MODIFICATIONS"
"B90189110100","Building Commercial - Tenant Fit-Up","Finaled","","02/04/2019","01/06/2019","","07/15/2020","Permit","45200 VANTAGE DATA PLZ STERLING VA 20166","044288975001","TENANT FIT UP"
"B90196330100","Building Commercial - New Construction","Finaled","","02/14/2019","01/18/2019","","12/15/2020","Permit","44761 GIGABIT PLZ ASHBURN VA 20147","088407447000","NEW DATA CENTER / SHELL & CORE"
"B90233000100","Building Commercial - New Construction","Cancelled","KINCORA PROJECT","","03/21/2019","","","Permit","21350 PACIFIC BLVD STERLING VA 20166","042394385001","DATA CENTER / PHASE 3"
"B90234860001","Building Commercial - Miscellaneous Structure","Cancelled","","","03/25/2019","","","Permit","21191 ATLANTIC BLVD STERLING VA 20166","029151809000","NEW COLD SHELL BUILDING"
"B90237820100","Building Commercial - Demolition","Cancelled","","","03/26/2019","","","Permit","22080 PACIFIC BLVD STERLING VA 20166","044261032000","INTERIOR DEMO"
"B90275380100","Building Commercial - New Construction","Finaled","","06/12/2019","05/20/2019","","07/20/2021","Permit","20481 GOOSE LANDING LN LEESBURG VA 20175","194498227000","DATA CENTER"
"B90319710100","Building Commercial - New Construction","Finaled","KINCORA PROJECT","11/18/2019","07/20/2019","","12/10/2020","Permit","21340 PACIFIC BLVD STERLING VA 20166","042394385003","DATA CENTER / CORE & SHELL"
"B90333960100","Building Commercial - Tenant Fit-Up","Finaled","","08/29/2019","08/08/2019","","12/27/2019","Permit","22080 PACIFIC BLVD STERLING VA 20166","044261032000","TENANT FIT UP"
"B90344910001","Building Commercial - Miscellaneous Structure","Finaled","","10/23/2019","08/28/2019","","01/23/2020","Permit","44274 ROUND TABLE PLZ ASHBURN VA 20147","062462761000","MONUMENT SIGN"
"B90355570100","Building Commercial - Tenant Fit-Up","Finaled","","09/17/2019","09/10/2019","","04/14/2021","Permit","21745 RED RUM DR Unit: 210 ASHBURN VA 20147","088392214000","TENANT FIT UP"
"B90369130100","Building Commercial - Tenant Fit-Up","Finaled","","10/23/2019","10/01/2019","","12/27/2019","Permit","22080 PACIFIC BLVD STERLING VA 20166","044261032000","TENANT FIT UP"
"B90377630100","Building Commercial - New Construction","Finaled","","11/05/2019","10/16/2019","","11/02/2020","Permit","22175 BEAUMEADE CIR ASHBURN VA 20147","061298643000","NEW DATA CENTER"
"B90385080100","Building Commercial - Miscellaneous Structure","Finaled","","11/05/2019","10/24/2019","","01/17/2020","Permit","22262 CLOUD PLZ STERLING VA 20166","044282013000","CANOPY"
"BLDC-2023-000270","Building Commercial - New Construction","Issued Certificate of Occupancy","","10/17/2023","08/15/2023","04/14/2026","10/20/2025","Permit","41835 DULLES WEST BLVD ALDIE VA 20105","203371445000","The proposed building is to be occupied by Yondr for the purposes of data storage and support office use."
"BLDC-2023-000531","Building Commercial - Alteration","Issued","","10/04/2023","08/16/2023","05/06/2024","","Permit","22630 DULLES SUMMIT CT Unit: 100 STERLING VA 20166","045159083000","Install new cable tray and supports"
"BLDC-2023-000682","Building Commercial - Alteration","Finaled","","10/04/2023","08/16/2023","07/22/2024","01/23/2024","Permit","44495  GIGABIT PLZ  ASHBURN VA 20147","088407447000","Hot-Aisle-Containment"
"BLDC-2023-000770","Building Commercial - Alteration","Finaled","","09/25/2023","08/17/2023","09/03/2024","03/06/2024","Permit","19525 COMPASS CREEK PKWY LEESBURG VA 20175","235297431000","interior remodel"
"BLDC-2023-000949","Building Commercial - Alteration","Issued","","09/28/2023","08/17/2023","06/04/2024","","Permit","42949  FADELEY LN  STERLING VA 20166","162392026000","iad 62 wind brace remediations"
"BLDC-2023-000959","Building Commercial - Alteration","Cancelled","","","08/17/2023","","","Permit","45220 PROLOGIS PLZ Unit: 110 STERLING VA 20166","045391908000","IAD 51 STAIR TOWER MODIFICATIONS"
"BLDC-2023-000961","Building Commercial - Alteration","Cancelled","","","08/17/2023","","","Permit","45220 PROLOGIS PLZ Unit: 110 STERLING VA 20166","045391908000","IAD 51 NITROGEN VENTILATION PROJECT"
"BLDC-2023-000964","Building Commercial - Alteration","Cancelled","","","08/17/2023","","","Permit","22630 DULLES SUMMIT CT Unit: 100 STERLING VA 20166","045159083000","IAD 12 NITROGEN VENTILATON"
"BLDC-2023-001022","Building Commercial - Alteration","Issued","","10/04/2023","08/18/2023","04/01/2024","","Permit","21821  UUNET DR  ASHBURN VA 20147","088101859000","IAD 02 SITE SECURITY UPGRADES"
"BLDC-2023-001236","Building Commercial - Alteration","Finaled","","10/02/2023","08/21/2023","10/30/2024","05/03/2024","Permit","42948  FADELEY LN  STERLING VA 20166","162392026000","Electrical equipment and busway upgrades, along with some minor mechanical upgrades, and related structural supports."
"BLDC-2023-001583","Building Commercial - Alteration","Issued","","10/19/2023","08/22/2023","06/03/2024","","Permit","22291 SHELLHORN RD ASHBURN VA 20147","089100937000","Installation of (9) Hot Aisle Containment Systems Approx. 4' x 38'"
"BLDC-2023-002051","Building Commercial - Alteration","Finaled","","10/04/2023","08/24/2023","07/22/2024","01/24/2024","Permit","44245  GIGABIT PLZ  ASHBURN VA 20147","088407447000","Interior alteration to accommodate new office space."
"BLDC-2023-002066","Building Commercial - Alteration","Issued","","10/03/2023","08/24/2023","06/18/2024","","Permit","43290  OLD OX RD  STERLING VA 20166","124369522000","sterling 9 bulletin 01 customer fitout"
"BLDC-2023-002911","Building Commercial - Alteration","Issued Certificate of Occupancy","","10/17/2023","08/30/2023","10/16/2024","04/17/2024","Permit","43704  EFFICIENCY DR  STERLING VA 20166","092192834000","Suite 110
Data Hall fit-out in an existing data center"
"BLDC-2023-003154","Building Commercial - Alteration","Issued Certificate of Occupancy","","10/17/2023","09/01/2023","12/09/2024","06/10/2024","Permit","43704  EFFICIENCY DR  STERLING VA 20166","092192834000","Suite 210

Data Hall fit out in an existing data center."
"BLDC-2023-003868","Building Commercial - Occupancy Only","Issued","","11/08/2023","09/07/2023","05/06/2024","","Permit","22648  GLENN DR  Unit: 102 STERLING VA 20164","033268087032","Office/Computer repair"
"BLDC-2023-004081","Building Commercial - Alteration","Finaled","","09/25/2023","09/08/2023","01/06/2025","07/09/2024","Permit","21890  UUNET DR  ASHBURN VA 20147","061355894000","temp generator addition"
"BLDC-2023-004503","Building Commercial - New Construction","Issued","","01/03/2024","09/11/2023","02/09/2026","06/17/2026","Permit","20575  CELTIC PARK DR  LEESBURG VA 20175","193180871000","Building 1 of 2 on campus. Revision.  Electronic copy 
CURRENT: CORE/SHELL 3 STORY FLEX WAREHOUSE AND COMMERCIAL OFFICE
FUTURE PURPOSE OF SPACE: 3 STORY SINGLE TENANT COMPUTER DATA CENTER
Associated grading permit: (County #X20231280001)"
"BLDC-2023-004504","Building Commercial - New Construction","Issued","","01/03/2024","09/11/2023","01/27/2026","","Permit","20335 CELTIC PARK DR LEESBURG VA 20175","193274995000","Building 2 of 2 on campus. revisions. electronic copy 
CURRENT: CORE/SHELL 3 STORY FLEX WAREHOUSE AND COMMERCIAL OFFICE
FUTURE PURPOSE OF SPACE: 3 STORY SINGLE TENANT COMPUTER DATA CENTER
Associated grading permit: (County #X20231280001)"
"BLDC-2023-005071","Building Commercial - Tenant Fit-Up","Issued Certificate of Occupancy","","12/14/2023","09/14/2023","01/13/2025","07/16/2024","Permit","21821  UUNET DR  ASHBURN VA 20147","088101859000","PROJECT ELYSIUM;  ALIGNED OFFICE FITOUT"
"BLDC-2023-005086","Building Commercial - Alteration","Finaled","","11/27/2023","09/14/2023","11/25/2024","05/28/2024","Permit","43774  CLUBBER LN  CHANTILLY VA 20152","097354183000","Remove and relocate interior walls to allow for future equipment."
"BLDC-2023-005522","Building Commercial - New Construction","Cancelled","","","09/16/2023","","","Permit","22271  SHELLHORN RD  ASHBURN VA 20147","089104437000","25,000 SF of tenant build out for data center space"
"BLDC-2023-005660","Building Commercial - Alteration","Finaled","","10/16/2023","09/17/2023","12/26/2024","06/28/2024","Permit","22271  SHELLHORN RD  ASHBURN VA 20147","089104437000","25000 SF data hall fitout"
"BLDC-2023-005806","Building Commercial - Alteration","Finaled","","11/02/2023","09/18/2023","07/31/2024","02/02/2024","Permit","21630  RED RUM DR  ASHBURN VA 20147","088481748000","Interior alterations for hot isle containment and Vesda modifications"
"BLDC-2023-005961","Building Commercial - New Construction","Issued Certificate of Occupancy","","05/29/2024","09/19/2023","05/20/2026","04/25/2024","Permit","22165  BEAUMEADE CIR  ASHBURN VA 20147","061301740000","New construction of a 250,000 SF, 4-story, precast data center with 8 data halls. Phase 1 will consist of a customer care area and 4 data halls with the the associated structural, mechanical, electrical, and plumbing work that is necessary to support the build-out."
"BLDC-2023-006144","Building Commercial - Alteration","Cancelled","","","09/20/2023","","","Permit","24171  YOUNGWOOD LN  ALDIE VA 20105","203371445000","Commercial Retaining wall"
"BLDC-2023-006388","Building Commercial - Miscellaneous Structure","Finaled","","10/26/2023","09/21/2023","12/24/2025","06/28/2025","Permit","24171  YOUNGWOOD LN  ALDIE VA 20105","203371445000","Commercial Retaining wall"
"BLDC-2023-006471","Building Commercial - Alteration","Finaled","","11/02/2023","09/21/2023","07/31/2024","02/02/2024","Permit","21630  RED RUM DR  ASHBURN VA 20147","088481748000","Interior alterations for hot isle containment and Vesda modifications"
