date,state_name,state_code,county_or_city_name,county_code,county_fips,aqi,aqi_category,defining_parameter,defining_site,number_of_sites_reporting,source_file_year,source_downloaded_on,source_url,source_dataset_url
6/14/2019,Virginia,51,Fauquier,61,51061,31,Good,Ozone,51-061-0002,1,2019,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2019.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
6/14/2019,Virginia,51,Frederick,69,51069,32,Good,Ozone,51-069-0010,1,2019,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2019.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
6/14/2019,Virginia,51,Giles,71,51071,44,Good,Ozone,51-071-9991,1,2019,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2019.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
6/14/2019,Virginia,51,Hanover,85,51085,34,Good,Ozone,51-085-0003,1,2019,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2019.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
6/14/2019,Virginia,51,Henrico,87,51087,34,Good,Ozone,51-087-0014,2,2019,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2019.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
6/14/2019,Virginia,51,Loudoun,107,51107,36,Good,Ozone,51-107-1005,1,2019,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2019.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
6/14/2019,Virginia,51,Madison,113,51113,41,Good,Ozone,51-113-0003,1,2019,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2019.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
6/14/2019,Virginia,51,Prince Edward,147,51147,34,Good,Ozone,51-147-9991,1,2019,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2019.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
6/14/2019,Virginia,51,Prince William,153,51153,34,Good,Ozone,51-153-0009,1,2019,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2019.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
6/14/2019,Virginia,51,Roanoke,161,51161,37,Good,Ozone,51-161-1004,1,2019,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2019.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
6/14/2019,Virginia,51,Rockbridge,163,51163,38,Good,Ozone,51-163-0003,1,2019,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2019.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
6/14/2019,Virginia,51,Rockingham,165,51165,36,Good,Ozone,51-165-0003,1,2019,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2019.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
6/14/2019,Virginia,51,Stafford,179,51179,33,Good,Ozone,51-179-0001,1,2019,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2019.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
6/14/2019,Virginia,51,Wythe,197,51197,40,Good,Ozone,51-197-0002,1,2019,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2019.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
6/14/2019,Virginia,51,Alexandria City,510,51510,3,Good,PM10,51-510-0020,1,2019,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2019.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
6/14/2019,Virginia,51,Bristol City,520,51520,24,Good,PM2.5,51-520-0006,1,2019,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2019.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
6/14/2019,Virginia,51,Hampton City,650,51650,38,Good,Ozone,51-650-0008,1,2019,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2019.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
6/14/2019,Virginia,51,Hopewell City,670,51670,8,Good,PM10,51-670-0010,1,2019,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2019.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
6/14/2019,Virginia,51,Lynchburg City,680,51680,13,Good,PM2.5,51-680-0015,1,2019,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2019.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
6/14/2019,Virginia,51,Norfolk City,710,51710,21,Good,PM2.5,51-710-0024,1,2019,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2019.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
6/14/2019,Virginia,51,Richmond City,760,51760,22,Good,PM2.5,51-760-0025,1,2019,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2019.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
6/14/2019,Virginia,51,Salem City,775,51775,16,Good,PM2.5,51-775-0011,1,2019,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2019.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
6/14/2019,Virginia,51,Suffolk City,800,51800,37,Good,Ozone,51-800-0004,2,2019,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2019.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
6/14/2019,Virginia,51,Virginia Beach City,810,51810,23,Good,PM2.5,51-810-0008,1,2019,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2019.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
6/14/2019,Virginia,51,Winchester City,840,51840,6,Good,PM10,51-840-0002,1,2019,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2019.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
6/15/2019,Virginia,51,Albemarle,3,51003,48,Good,Ozone,51-003-0001,1,2019,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2019.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
6/15/2019,Virginia,51,Arlington,13,51013,48,Good,Ozone,51-013-0020,1,2019,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2019.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
6/15/2019,Virginia,51,Caroline,33,51033,44,Good,Ozone,51-033-0001,1,2019,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2019.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
6/15/2019,Virginia,51,Charles,36,51036,44,Good,Ozone,51-036-0002,1,2019,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2019.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
6/15/2019,Virginia,51,Chesterfield,41,51041,46,Good,Ozone,51-041-0004,1,2019,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2019.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
6/15/2019,Virginia,51,Fairfax,59,51059,51,Moderate,PM2.5,51-059-0031,2,2019,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2019.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
6/15/2019,Virginia,51,Fauquier,61,51061,42,Good,Ozone,51-061-0002,1,2019,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2019.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
6/15/2019,Virginia,51,Frederick,69,51069,44,Good,Ozone,51-069-0010,1,2019,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2019.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
6/15/2019,Virginia,51,Giles,71,51071,47,Good,Ozone,51-071-9991,1,2019,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2019.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
6/15/2019,Virginia,51,Hanover,85,51085,48,Good,Ozone,51-085-0003,1,2019,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2019.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
6/15/2019,Virginia,51,Henrico,87,51087,49,Good,Ozone,51-087-0014,1,2019,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2019.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
6/15/2019,Virginia,51,Loudoun,107,51107,46,Good,Ozone,51-107-1005,1,2019,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2019.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
6/15/2019,Virginia,51,Madison,113,51113,50,Good,Ozone,51-113-0003,1,2019,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2019.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
6/15/2019,Virginia,51,Prince Edward,147,51147,45,Good,Ozone,51-147-9991,1,2019,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2019.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
6/15/2019,Virginia,51,Prince William,153,51153,46,Good,Ozone,51-153-0009,1,2019,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2019.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
6/15/2019,Virginia,51,Roanoke,161,51161,47,Good,Ozone,51-161-1004,1,2019,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2019.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
6/15/2019,Virginia,51,Rockbridge,163,51163,44,Good,Ozone,51-163-0003,1,2019,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2019.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
6/15/2019,Virginia,51,Rockingham,165,51165,49,Good,Ozone,51-165-0003,1,2019,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2019.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
6/15/2019,Virginia,51,Stafford,179,51179,43,Good,Ozone,51-179-0001,1,2019,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2019.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
6/15/2019,Virginia,51,Wythe,197,51197,48,Good,Ozone,51-197-0002,1,2019,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2019.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
6/15/2019,Virginia,51,Hampton City,650,51650,47,Good,Ozone,51-650-0008,1,2019,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2019.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
6/15/2019,Virginia,51,Norfolk City,710,51710,16,Good,NO2,51-710-0024,1,2019,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2019.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
6/15/2019,Virginia,51,Richmond City,760,51760,39,Good,PM2.5,51-760-0025,1,2019,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2019.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
6/15/2019,Virginia,51,Suffolk City,800,51800,47,Good,Ozone,51-800-0005,2,2019,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2019.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
6/16/2019,Virginia,51,Albemarle,3,51003,36,Good,Ozone,51-003-0001,1,2019,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2019.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
6/16/2019,Virginia,51,Arlington,13,51013,44,Good,Ozone,51-013-0020,1,2019,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2019.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
6/16/2019,Virginia,51,Caroline,33,51033,39,Good,Ozone,51-033-0001,1,2019,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2019.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
6/16/2019,Virginia,51,Charles,36,51036,41,Good,Ozone,51-036-0002,1,2019,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2019.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
6/16/2019,Virginia,51,Chesterfield,41,51041,40,Good,Ozone,51-041-0004,1,2019,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2019.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
6/16/2019,Virginia,51,Fairfax,59,51059,65,Moderate,PM2.5,51-059-0031,2,2019,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2019.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
6/16/2019,Virginia,51,Fauquier,61,51061,35,Good,Ozone,51-061-0002,1,2019,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2019.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
6/16/2019,Virginia,51,Frederick,69,51069,45,Good,PM2.5,51-069-0010,1,2019,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2019.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
6/16/2019,Virginia,51,Giles,71,51071,42,Good,Ozone,51-071-9991,1,2019,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2019.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
6/16/2019,Virginia,51,Hanover,85,51085,44,Good,Ozone,51-085-0003,1,2019,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2019.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
6/16/2019,Virginia,51,Henrico,87,51087,44,Good,Ozone,51-087-0014,1,2019,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2019.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
6/16/2019,Virginia,51,Loudoun,107,51107,41,Good,Ozone,51-107-1005,1,2019,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2019.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
6/16/2019,Virginia,51,Madison,113,51113,45,Good,Ozone,51-113-0003,1,2019,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2019.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
6/16/2019,Virginia,51,Prince Edward,147,51147,43,Good,Ozone,51-147-9991,1,2019,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2019.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
6/16/2019,Virginia,51,Prince William,153,51153,41,Good,Ozone,51-153-0009,1,2019,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2019.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
6/16/2019,Virginia,51,Roanoke,161,51161,51,Moderate,PM2.5,51-161-1004,1,2019,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2019.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
6/16/2019,Virginia,51,Rockbridge,163,51163,36,Good,Ozone,51-163-0003,1,2019,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2019.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
6/16/2019,Virginia,51,Rockingham,165,51165,43,Good,Ozone,51-165-0003,1,2019,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2019.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
6/16/2019,Virginia,51,Stafford,179,51179,37,Good,Ozone,51-179-0001,1,2019,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2019.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
6/16/2019,Virginia,51,Wythe,197,51197,44,Good,Ozone,51-197-0002,1,2019,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2019.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
6/16/2019,Virginia,51,Hampton City,650,51650,42,Good,Ozone,51-650-0008,1,2019,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2019.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
6/16/2019,Virginia,51,Norfolk City,710,51710,3,Good,CO,51-710-0024,1,2019,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2019.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
6/16/2019,Virginia,51,Richmond City,760,51760,48,Good,PM2.5,51-760-0025,1,2019,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2019.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
6/16/2019,Virginia,51,Suffolk City,800,51800,44,Good,Ozone,51-800-0005,1,2019,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2019.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
6/17/2019,Virginia,51,Albemarle,3,51003,41,Good,PM2.5,51-003-0001,1,2019,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2019.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
6/17/2019,Virginia,51,Arlington,13,51013,50,Good,Ozone,51-013-0020,1,2019,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2019.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
6/17/2019,Virginia,51,Caroline,33,51033,34,Good,Ozone,51-033-0001,1,2019,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2019.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
6/17/2019,Virginia,51,Charles,36,51036,60,Moderate,PM2.5,51-036-0002,1,2019,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2019.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
6/17/2019,Virginia,51,Chesterfield,41,51041,57,Moderate,PM2.5,51-041-0004,1,2019,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2019.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
6/17/2019,Virginia,51,Fairfax,59,51059,55,Moderate,PM2.5,51-059-0031,2,2019,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2019.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
6/17/2019,Virginia,51,Fauquier,61,51061,29,Good,Ozone,51-061-0002,1,2019,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2019.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
6/17/2019,Virginia,51,Frederick,69,51069,31,Good,Ozone,51-069-0010,1,2019,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2019.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
6/17/2019,Virginia,51,Giles,71,51071,36,Good,Ozone,51-071-9991,1,2019,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2019.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
6/17/2019,Virginia,51,Hanover,85,51085,47,Good,Ozone,51-085-0003,1,2019,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2019.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
6/17/2019,Virginia,51,Henrico,87,51087,53,Moderate,PM2.5,51-087-0015,2,2019,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2019.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
6/17/2019,Virginia,51,Loudoun,107,51107,46,Good,Ozone,51-107-1005,1,2019,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2019.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
6/17/2019,Virginia,51,Madison,113,51113,38,Good,Ozone,51-113-0003,1,2019,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2019.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
6/17/2019,Virginia,51,Prince Edward,147,51147,31,Good,Ozone,51-147-9991,1,2019,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2019.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
6/17/2019,Virginia,51,Prince William,153,51153,43,Good,Ozone,51-153-0009,1,2019,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2019.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
6/17/2019,Virginia,51,Roanoke,161,51161,49,Good,PM2.5,51-161-1004,1,2019,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2019.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
6/17/2019,Virginia,51,Rockbridge,163,51163,38,Good,PM2.5,51-163-0003,1,2019,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2019.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
6/17/2019,Virginia,51,Rockingham,165,51165,35,Good,Ozone,51-165-0003,1,2019,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2019.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
6/17/2019,Virginia,51,Stafford,179,51179,36,Good,Ozone,51-179-0001,1,2019,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2019.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
6/17/2019,Virginia,51,Wythe,197,51197,31,Good,Ozone,51-197-0002,1,2019,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2019.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
6/17/2019,Virginia,51,Alexandria City,510,51510,5,Good,PM10,51-510-0020,1,2019,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2019.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
6/17/2019,Virginia,51,Bristol City,520,51520,43,Good,PM2.5,51-520-0006,1,2019,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2019.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
6/17/2019,Virginia,51,Hampton City,650,51650,55,Moderate,PM2.5,51-650-0008,1,2019,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2019.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
6/17/2019,Virginia,51,Lynchburg City,680,51680,52,Moderate,PM2.5,51-680-0015,1,2019,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2019.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
6/17/2019,Virginia,51,Norfolk City,710,51710,52,Moderate,PM2.5,51-710-0024,1,2019,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2019.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
6/17/2019,Virginia,51,Richmond City,760,51760,56,Moderate,PM2.5,51-760-0025,1,2019,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2019.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
6/17/2019,Virginia,51,Salem City,775,51775,52,Moderate,PM2.5,51-775-0011,1,2019,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2019.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
6/17/2019,Virginia,51,Suffolk City,800,51800,38,Good,Ozone,51-800-0005,2,2019,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2019.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
6/17/2019,Virginia,51,Virginia Beach City,810,51810,52,Moderate,PM2.5,51-810-0008,1,2019,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2019.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
6/18/2019,Virginia,51,Albemarle,3,51003,29,Good,Ozone,51-003-0001,1,2019,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2019.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
6/18/2019,Virginia,51,Arlington,13,51013,36,Good,Ozone,51-013-0020,1,2019,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2019.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
6/18/2019,Virginia,51,Caroline,33,51033,24,Good,Ozone,51-033-0001,1,2019,9/19/2026,https://aqs.epa.gov/aqsweb/airdata/daily_aqi_by_county_2019.zip,https://aqs.epa.gov/aqsweb/airdata/download_files.html
